generation,id,novelty,score,species,parent1,parent2
0,256,62.35193715899761,0.7613664806470559,1,-1,-1
1,256,22.16772290412621,0.7613664806470559,1,-1,-1
2,1225,12.424101597982789,0.7618475494362141,2,615,732
3,1957,13.81580867675482,0.7553902943298103,2,1118,1171
4,2308,8.783857933568378,0.7620908048280968,5,1730,1728
5,2557,12.76235731475946,0.7604728837956205,5,2016,2112
6,3233,11.279975556142084,0.7614167334555585,5,2626,2557
7,3618,14.233020309897096,0.7592723362602513,3,2905,3164
8,4238,5.1988803420561105,0.7599979075804677,5,3442,3822
9,4631,8.465628779174898,0.7584055897107915,4,4039,4039
10,4992,9.999315061756699,0.760200904832435,1,4657,4663
11,5659,4.373215860948083,0.7616440884158543,4,5204,3447
12,6081,5.525968035346462,0.7621154032399523,6,5750,5440
13,6537,5.667404913402021,0.7617450790603356,6,6066,6066
14,7249,10.299132430233675,0.760607805552682,5,6464,6440
15,7550,12.1216681358735,0.7588878029900447,2,7063,7014
16,8085,10.408961902149848,0.7595352416251454,6,7692,6090
17,8504,14.84212172189648,0.7622421814498029,6,8151,8097
18,8974,10.26044826443059,0.7572545242107196,3,8462,8491
19,9378,7.050565884961795,0.7604914420589397,7,8517,9048
20,10074,5.666271358374763,0.7606492341679038,2,9350,8805
21,10503,6.318520461291588,0.7620660094906694,6,10000,9053
22,11040,7.132976129775455,0.7618164175451521,7,10043,10554
23,11252,4.5287394093528786,0.7603327469351059,4,10829,10309
24,11769,3.489253660805515,0.7616728230445349,4,10848,10848
25,12485,9.566723608182008,0.761951353690897,6,11865,11348
26,12981,4.1351897759384535,0.7627221255291534,6,11896,12445
27,13252,4.55894756849047,0.7615826166601946,3,12865,12867
28,13940,6.992088373297649,0.7626698536931681,6,13370,13364
29,14296,2.959992733755585,0.7600135297970464,6,13914,13370
30,14954,6.633432676408654,0.7611153454182262,5,14487,14547
31,15320,6.248170233921283,0.7605716902309869,4,14155,14652
32,15665,6.643889859388149,0.7592811966973885,4,15262,15323
33,16200,4.041831368760741,0.7619699056460046,6,15224,15809
34,16640,6.753677767098911,0.7575454842114323,4,16088,16082
35,17065,11.689645670454889,0.7628002961586542,6,16817,16817
36,17883,4.852319299610985,0.7604864723908484,5,17239,17388
37,18267,9.44037187745909,0.7611396887796364,6,17750,17762
38,18789,6.990156560503611,0.7618690453246698,5,18368,2890
39,19093,5.688550285142954,0.7612729575401898,4,18596,18620
40,19766,5.012782052155098,0.7626711467931873,6,19194,19194
41,20076,13.646464243608117,0.7574096472892433,6,19728,19758
42,20686,6.406834025440651,0.7609699591544508,5,20145,20134
43,21087,10.709046781410434,0.7626198447256163,4,20595,20595
44,21546,6.860811992545132,0.7622926684061143,1,21206,21206
45,22308,17.314829132521997,0.760472579669786,4,21775,21781
46,22489,10.786789923767774,0.7619623470099903,6,22025,21968
47,23051,16.721434783739312,0.7588868255710496,6,22037,22652
48,23759,11.263917364580854,0.7619550347927296,4,23248,22651
49,23969,7.433207316059952,0.7615318363356837,1,23402,23025
50,24684,8.072055612524364,0.7606113276544046,1,24167,24194
51,25002,5.2943919935494685,0.762723309550387,7,24603,24603
52,25547,9.75536206355655,0.7610762489581803,1,25151,25165
53,25806,8.33080715584462,0.7582196706389224,1,25460,25681
54,26650,10.758569900452024,0.7608597652101129,3,25768,26262
55,27055,4.864898694275348,0.7588709797563045,1,26085,26613
56,27544,9.688144934237604,0.7599176875747523,4,24660,27110
57,27823,8.823421079023896,0.7611420545206299,7,27351,27356
58,28661,58.197589961317135,0.775670094575713,2,28234,27719
59,28661,53.58376311795824,0.775670094575713,2,28234,27719
60,28661,55.439589667182574,0.775670094575713,2,28234,27719
61,28661,52.05902615821197,0.775670094575713,2,28234,27719
62,28661,45.1406443907903,0.775670094575713,2,28234,27719
63,28661,49.09194007420902,0.775670094575713,2,28234,27719
64,28661,49.08195751557295,0.775670094575713,2,28234,27719
65,28661,43.74291589538755,0.775670094575713,2,28234,27719
66,28661,48.33060697039989,0.775670094575713,2,28234,27719
67,28661,44.122567718024314,0.775670094575713,2,28234,27719
68,28661,41.67708125478835,0.775670094575713,2,28234,27719
69,28661,49.88028799323279,0.775670094575713,2,28234,27719
70,28661,40.56241987390449,0.775670094575713,2,28234,27719
71,28661,43.478881175732155,0.775670094575713,2,28234,27719
72,35371,48.19148172922755,0.8990826955945166,6,34907,34961
73,35371,51.25499343759884,0.8990826955945166,6,34907,34961
74,35371,47.69297850317799,0.8990826955945166,3,34907,34961
75,35371,49.45485281681043,0.8990826955945166,6,34907,34961
76,35371,45.64345257659591,0.8990826955945166,3,34907,34961
77,35371,52.91381425553153,0.8990826955945166,3,34907,34961
78,35371,50.05888237648162,0.8990826955945166,3,34907,34961
79,35371,52.875278698306815,0.8990826955945166,3,34907,34961
80,35371,46.97849269727083,0.8990826955945166,3,34907,34961
81,35371,43.104013243209906,0.8990826955945166,3,34907,34961
82,35371,48.076133290517056,0.8990826955945166,3,34907,34961
83,35371,43.64868714520968,0.8990826955945166,3,34907,34961
84,35371,44.46850838227042,0.8990826955945166,3,34907,34961
85,35371,41.97448436463159,0.8990826955945166,6,34907,34961
86,35371,36.17397931826079,0.8990826955945166,3,34907,34961
87,35371,34.46141942927361,0.8990826955945166,3,34907,34961
88,35371,42.00049789237356,0.8990826955945166,3,34907,34961
89,35371,40.631089039452,0.8990826955945166,3,34907,34961
90,35371,33.9956005738065,0.8990826955945166,3,34907,34961
91,35371,46.65943819351426,0.8990826955945166,3,34907,34961
92,35371,42.67249419047873,0.8990826955945166,2,34907,34961
93,35371,43.26624881072106,0.8990826955945166,5,34907,34961
94,35371,39.45036519014762,0.8990826955945166,5,34907,34961
95,35371,38.48728786304958,0.8990826955945166,6,34907,34961
96,35371,39.76327100758899,0.8990826955945166,9,34907,34961
97,47565,34.94296532479778,0.938653344671568,9,47112,46886
98,47875,36.3543740051817,1.0,2,47519,46507
